eval_id,customer_tweet_id,customer_created_at,customer_text,sampling_bucket,human_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,baseline_reply,reply_point_coverage,predicted_auto,correct_auto_decision,predicted_intent
75,2180621,2017-11-30 19:26:29+00:00,@AmericanAir when do I find out if my Christmas flight is cancelled and you’ve ruined my holiday? #glitch #fail #worstairlineever,cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
76,2810861,2017-11-22 08:26:49+00:00,"@AmericanAir No confusion, there was lack of communication to all passengers. You should have canceled the flight the first time there was concern about fog. Fog doesn’t disappear overnight, it typically gets worse. I don’t understand why you thought it was appropriate to take that risk.",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
77,2867968,2017-11-28 01:12:37+00:00,@AmericanAir Nope. My flight landed at 850am. My luggage was on another flight. Will I get my luggage today? Very important 😭,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
78,630127,2017-11-22 15:18:05+00:00,@AmericanAir can’t believe my assigned seat upon reservation got pushed from 9D to 20C on flight AA4501 .. just doesn’t make any sense. Tried to call customer service and said I have to check with airport agent,booking,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
79,169835,2017-11-24 21:44:04+00:00,@AmericanAir No. Already paid for a hotel tonight in San Diego.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
80,2813145,2017-11-27 01:29:30+00:00,If our flight takes three hours... we will surely miss the connection. We’re already 25 mins late and just sitting on the runway @AmericanAir,rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
81,169831,2017-11-24 21:22:22+00:00,Unbelievable that @AmericanAir refuses to let people with small children board early. Rude staff doesn't help.,checkin_boarding_gate,checkin_boarding_gate,True,True,,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
82,95992,2017-11-30 16:05:16+00:00,".@AmericanAir When will you have competitively-priced routes to Canada from #LAX? I love @135156, too, but I miss my #AAdvantage #Platinum perks. #row25 #sadface",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
83,591696,2017-12-03 16:53:42+00:00,"I don't fly @AmericanAir often, but when I do, I remember why I don't. Today's experience so far:
Gate agent doesn't know baggage policy
System dropped my precheck number so I got body scanned
Told to carry my own checked bags to TSA
Wrong boarding zone for first flight",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
84,97828,2017-11-30 16:38:53+00:00,"@AmericanAir So you're guaranteeing that our flights won't be cancelled? If not, refund our tickets so we can book flights with another airline that can guarantee flights.",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
85,147597,2017-11-24 14:18:06+00:00,@AmericanAir why doesn’t your group boarding process start with the back of the plane? Seems like that would make more sense.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
86,2344850,2017-11-27 01:55:33+00:00,@AmericanAir That's just not good enough. I payed for a ticket that would allow me to carry-on fragile video equipment. You essentially stole money from me and now you're making some BS excuse of miscalculation. There was clearly plenty of room for the 3 bags you made people suddenly check.,baggage,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
87,2859286,2017-11-27 22:29:23+00:00,@AmericanAir So do your competitors: @Delta @116450 What about your plane is different from theirs? Are your seats bigger? Are your entertainment systems faster? Are your movies rated better on Rotten Tomatoes? Why would I pay one of you more than the others?,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
88,2792405,2017-11-21 20:58:49+00:00,"@AmericanAir Your company cancel the flight Los Angeles to Boston, now I have to stop in Ny after long flight Sydney/LA",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
89,2983867,2017-11-30 05:03:48+00:00,"@AmericanAir Of course you gave me a refund, the flight never happened. What about my other expenses? Taxi, parking, hotel, etc?",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
90,632355,2017-11-22 15:36:10+00:00,@AmericanAir Can you change the name on my AAdvantage account? I need to go from Kendall Loren Smith to Kendall Loren Perkins (got married) and I’m flying today.,loyalty,loyalty,True,True,,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
91,623201,2017-11-22 17:56:42+00:00,@267921 @AmericanAir @116450 I usually fly Delta only,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
92,540463,2017-12-02 14:47:28+00:00,@AmericanAir 2 hours late now. When did you know there wasn’t a pilot?,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
93,1875244,2017-11-30 20:55:17+00:00,@AmericanAir I'm now delayed 3 hours for a flight from Cincinnati to DC. Whats the problem? Flight 5609. This airport isn't that exciting to hang out in.,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
94,669861,2017-11-23 05:05:17+00:00,@AmericanAir Flying from LAX to LHR 108 AA and LHR to BRU 398 AA.. Wondering if I need a transit visa in London on an indian passport... Basically will my bags checked in through to BRU or need to pass Border Control in LHR?,baggage,general_complaint_or_other,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
95,677796,2017-11-23 05:52:01+00:00,"And we are home safe, luggage and everything despite a short connection in Phoenix. Thanks to the whole @AmericanAir ""family"" for getting us home from honeymoon on time for thanksgiving and a special shout out to Simon and @30537 cars for collecting us. Happy Thanksgiving https://t.co/qgyo5G0MI1",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
96,171298,2017-11-24 21:53:07+00:00,@AmericanAir Hello team #AAwesome! I hope you had a great Thanksgiving - How can I check the fare code and fare rules for a booking?,payment_fees_refund,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
97,640162,2017-11-22 20:05:18+00:00,@AmericanAir I am chatting with one of your agent I think. Their finally destination is AUS but I think there is no way they can arrive here today as your website says your new plane leave SEA at 18:00 and ETA at DFW at 23:50. No way to come to AUS tonight....,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
98,458164,2017-12-01 00:11:01+00:00,Come on @AmericanAir ... I booked 21b (exit row isle) on and MD 80 flight 1524... and then you change the plane and  Now I'm in a middle seat...that is terrible customer experience...,seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
99,2763410,2017-11-27 00:13:59+00:00,Taking a poll. Can anyone sit comfortably in a normal coach seat anymore???? @AmericanAir,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
100,2978557,2017-11-30 03:18:49+00:00,"With the inevitability of flight cancellations on @AmericanAir, is it better to suck up the expensive airfare and not travel 4 fear of being stuck across the country OR accept only involuntary refunds when we are stuck, not being able 2 afford airfare home on responsible carriers",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
101,3609,2017-11-26 00:05:51+00:00,@AmericanAir I had to end my trip way sooner than expected. :( Bought a new flight because it was way cheaper than changing my return. What do I need to do to cancel my return so someone can have that seat?,seat,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
102,466935,2017-12-01 04:44:08+00:00,"@AmericanAir Flight 989 MIA-MVD is a bad joke from you AA. Delayed almost everyday, cancelled at least once a month!",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
103,1917704,2017-11-25 14:18:30+00:00,@AmericanAir Good to know... I wish the check-in agent had informed us of this or there was an announcement at the gate.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
104,660709,2017-11-22 23:43:29+00:00,OMG the Stewardess on @AmericanAir #AA6028 is losing it with the customers. too small plane / too big carryon. #profitsb4satisfaction,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
105,2846685,2017-11-27 17:28:53+00:00,"@AmericanAir Can you explain to me why the last 4 flights I've been on have been delayed upwards of an hour for ""maintenance"" issues? I have to get back to school to take a test!",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
106,2459553,2017-11-26 18:35:52+00:00,"@AmericanAir #AmericanAirlines Yeah, keep fouling us with “hydraulic pump failure” and going back to the gate from runway the minute before take-off. If you don’t know how to fly it or maintain it, don’t do it!",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
107,466169,2017-12-01 04:21:47+00:00,"@AmericanAir Booking my holiday travel when I saw your latest money grab. Forcing people to pay AT THE GATE for their second carry on? Disgusting. And it's a strict feature removal/price hike; ""basic"" now costs the same as the old ""standard"" which included overhead space.",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
108,2797624,2017-11-21 22:29:33+00:00,@AmericanAir i am a lonely college student who was excited to go home today but my flight got cancelled less than an hour before boarding and now i’m SAD what do you have to say for yourselves,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
109,2856032,2017-11-27 21:13:21+00:00,Might have to reconsider my @AmericanAir preference. Late once again and sat on plane for over 45 minutes. Come on guys.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
110,2871241,2017-11-28 03:10:41+00:00,@AmericanAir Yes. We each checked in on our own phones.,ambiguous_general,general_complaint_or_other,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
111,511915,2017-12-02 02:05:25+00:00,@AmericanAir I know. Thanks for confirming the shortcomings. There’s technology to allow both card and WiFi on these flights. Choose to invest in it.,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
112,2804656,2017-11-22 02:00:56+00:00,Way to go @AmericanAir. Flight 2 hours late so my son missed his connecting flight home. No excuses. None.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
113,2835139,2017-11-27 14:51:06+00:00,@AmericanAir if I book travel do I have 24 hrs to cancel booking thru https://t.co/lTv7yKzoE9,cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
114,611754,2017-11-22 12:51:18+00:00,"@AmericanAir Thank you to James Peterson, the gate agent at DCA, for his wonderful customer service. Happy Thanksgiving!",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
115,72349,2017-11-28 22:27:06+00:00,@AmericanAir I am new to @AmericanAir and so far not impressed.  My table on the rescheduled 1559 flight was leaning so far my coffee was almost spilling... https://t.co/xia2V4qG0c,ambiguous_general,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
116,468406,2017-12-01 06:32:06+00:00,@AmericanAir I did but really service during this entire inconvenience has been really bad and no one can explain how it ended up in DAY when it was no where on my itinerary.,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
117,2489860,2017-11-26 19:12:16+00:00,@AmericanAir We  just got delayed us for another another hour and a half,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
118,2983860,2017-11-30 05:41:07+00:00,@AmericanAir “At this time.” So probably a couple hours before I’m supposed to board I’ll get a cancellation and end up paying more for a ticket.,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
119,2578131,2017-11-26 20:21:08+00:00,"@AmericanAir I used my miles to but my father’s ticket To New Orleans, but didn’t get the email confirmation. Can you please resend it to me?",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
120,110323,2017-11-23 18:46:39+00:00,@AmericanAir I have filed! I received a call but no one was on the other line! When I called back I had to leave a voicemail!! I demand reimbursement for the clothes and shoes I'll have to buy today!!,payment_fees_refund,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
121,275765,2017-11-25 03:10:15+00:00,"@AmericanAir Your “airport team” hasn’t done anything. This is chaos and disorganization at its worst. They KNEW the fuel engine was broken before boarding and put us on plane anyway. I expect a 250,000 miles for the major inconvenience. #dangerous",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
122,666431,2017-11-23 02:49:24+00:00,"With all of the crap we’ve dealt with lately from expediting fees for online tickets to terrible customer service, it’s a given we won’t fly @AmericanAir again. Would recommend others to consider other carriers who care about their customers",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
123,2958090,2017-11-29 19:29:41+00:00,@AmericanAir I tried to book a ticket but didn’t an email and my card wasn’t charged—safe to assume it wasn’t booked?,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
124,2814128,2017-11-27 02:05:44+00:00,Hour and a half delay with more to come. We just don't know how much. Great job @AmericanAir. That's another reason why I fly @SouthwestAir every chance I get.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
125,448955,2017-11-30 20:17:43+00:00,I have a sneaking suspicion that I'm about to be rather sad I checked my bag...@AmericanAir 😜,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
126,2914020,2017-11-29 00:00:25+00:00,"@AmericanAir Not from email response I received 2day fm UR customer relations dept. Offered a refund only for the price dif for the 1 ticket in which, 1 of us were kicked out of 1st class She stopped short of blaming it on me, when I asked if she was interested in keeping me as a customer",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
127,163850,2017-12-02 07:40:12+00:00,@AmericanAir Thanks. Took me an hour but I just kept my ear buds in and lived life - 2 transfers &amp; a lost call later a delightful woman cancelled my reservation &amp; I was able to rebook w/the upgrade!,lost_found,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
128,1309489,2017-11-25 20:38:46+00:00,who doesn’t dream of having @AmericanAir calling your movie great 😍🎥💛😍🎥👑 https://t.co/a4gMJW3kqm,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
129,2603775,2017-11-26 20:45:10+00:00,"@AmericanAir absolutely miserable gate management at 42B at LAX today. Made everyone with bag get out of line to check bags all at once. On board, half of overhead is open upon departure.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
130,2282600,2017-11-27 17:19:33+00:00,"@AmericanAir Yes. Last Tuesday night. See my DM for more details. The lost and found person kept telling me to contact @AmericanAir. Do you contract this service out? If so, you may want to consider a new vendor...",lost_found,lost_found,False,False,lost_property_case,Provide the Lost & Found process and request relevant flight/item details.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
131,596426,2017-12-03 19:11:32+00:00,"Very disappointed with @AmericanAir. First, I get charged $75 for using my points. Then my flight - which it says is on time - is actually not. We've been waiting for 30 minutes past our original boarding time to board.",loyalty,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
132,2429110,2017-11-26 18:04:37+00:00,"hey @AmericanAir, you should probably notify me that the overhead on my plane is smaller so i could, i don't know, pack in a bag that could fit? so i don't add another hour to this day?",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
133,2358559,2017-11-30 05:30:29+00:00,Cancelled my @AmericanAir CC and will never fly them again. Zero point to fly with an airlines that doesn’t value mileage members.,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
134,2872954,2017-11-28 03:55:04+00:00,"@AmericanAir can you explain how you decided delay a flight 4+ hours (were still here), not let any one know until 30 min before, then not make sure the fuel pumps are working? all while only providing 1 bag of chips and a bottle of water?",baggage,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
135,685078,2017-11-23 12:32:14+00:00,"I am flying business, you don't allow me into the business lounge AND you cancel my flight back, really? @AmericanAir",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
136,2843231,2017-11-27 16:48:49+00:00,@AmericanAir Why are your MIA Check-in Crew violating CFR 1540.5 by marking the outside of baggage that contain firearms. They are negating the TWIC screening process of airport personnel in a secure area and putting all travelers in danger by doing so. https://t.co/R7OGDBoPw9,checkin_boarding_gate,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
137,2721444,2017-11-26 23:15:42+00:00,@AmericanAir what are passenger rights if you cancel our connecting flight from NY to Ohio and leave us stranded in NYC please?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
138,181894,2017-11-25 01:56:22+00:00,"Traveling during Thanksgiving proved to be interesting. At a time when security is on high alert, we only needed to be fearful of airline employees after witnessing a fight between two @AmericanAir staff members at the gate in Charlotte, NC. Inappropriate and uncomfortable.",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
139,626917,2017-11-22 14:46:56+00:00,@AmericanAir @28752 Status of today’s Flight #5164??,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
140,2873863,2017-11-28 03:57:48+00:00,"Meanwhile, if you book your flight to Chicago and your return flight to St. Louis in 2 different reservations instead of 1, @AmericanAir won’t charge you $200. This makes exactly zero sense",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
141,623200,2017-11-22 17:59:05+00:00,@AmericanAir Not when one of the workers in the airport tells me to just go to my gate and it would be fine. If I would have known it would be $50 at the gate I would’ve paid at the front!,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
142,481236,2017-12-01 13:36:37+00:00,@AmericanAir let me fly with my carry on too miami then told me it was too big to fly back! Had to pay $400 for another ticket 🤦🏼‍♀️,baggage,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
143,2967244,2017-11-29 22:40:34+00:00,@AmericanAir so when will you be giving notice of what flights are canceled?,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
144,2856003,2017-11-27 21:17:53+00:00,@AmericanAir 117. when will we land now? also do we get wifi on this flight?,onboard_services,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
145,477297,2017-12-01 11:40:40+00:00,"@AmericanAir ""Sorry"" will not get me to my connection on time... I pay for on time arrivals. Not missed connection. Thanks.",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
146,2785398,2017-11-27 21:47:40+00:00,@AmericanAir Thank you for sending us vouchers in an effort to make up for our seat assignment error. Such a gesture is rare for airlines today but very much appreciated by two young travelers!,seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
147,607617,2017-11-22 11:38:11+00:00,I can’t wait to be home!! Ready for my two segments to get closer to Gold Elite Status with @AmericanAir,loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
148,2898428,2017-11-28 16:49:39+00:00,"And then the pilot lies @AmericanAir &amp; announces there is a new plane (no plane), I get re-booked on orig flight (still not going now cancelled). Now chasing down my back. Did I mention the nasty reservationist?? https://t.co/UNKUIGUqKx",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,True,unknown
149,2788312,2017-11-21 18:55:56+00:00,@AmericanAir - boy the old gray mare is not what it use to be. Look what I was greeted with upon boarding AA1186 to ORD! https://t.co/JNCpJfDU6T,checkin_boarding_gate,onboard_services,True,True,,Provide information about onboard services and escalate current aircraft-specific problems.,Sorry you're experiencing this. Please contact American Airlines support for further assistance.,0.0,False,False,unknown
