eval_id,customer_tweet_id,customer_created_at,customer_text,sampling_bucket,human_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,retrieved_customer,baseline_reply,retrieval_similarity,reply_point_coverage,predicted_intent,predicted_auto,correct_auto_decision
59,2066756,2017-11-26 12:12:47+00:00,🙌🏼 @611167 Loved seeing this on my @AmericanAir flight. https://t.co/jww9YiEBRl,ambiguous_general,general_complaint_or_other,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,Best flight crew EVER on @AmericanAir flight 2463 tonight. Margaret and Val outstanding! Food was great!Loved seeing this level of service!,@181579 This is wonderful news and we appreciate you taking the time to let us know how our #AATeam did. We look forward to having you back soon!,0.3305594758141547,0.0,unknown,False,False
60,2835138,2017-11-27 20:30:41+00:00,@AmericanAir If I use my American Airlines credit card will I still free bags,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir I love ❤️ my American Airlines card !,"@136905 Thanks for the love, Tom! We always love having you fly with us. #fAAmily",0.42199679888152736,0.0,unknown,False,True
61,177513,2017-11-25 00:48:49+00:00,"@AmericanAir AA 2461. Only bad experience was with rude, profane, unprofessional gate staff. Even other AA team members commented on their rudeness. Other passengers equally baffled with their treatment of us, as bag fit and there was adequate room.",baggage,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.","Want a bad experience?
Fly @AmericanAir",@340861 We're here to provide great service for all our customers. Please let us know how we can help you this morning?,0.13865047134270353,0.0,unknown,False,True
62,478234,2017-12-01 12:22:40+00:00,"@AmericanAir Passenger is not elite status. Heard the conversation. Don’t mind paying, but do mind it being offered for free when I’ve paid",flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir I recorded the conversation,@382638 We're glad it was all straightened out.,0.2452991209496172,0.0,unknown,False,False
63,2859275,2017-11-27 22:02:20+00:00,"@AmericanAir Must be the holiday season or just #AAmazing employees, but second amazing encounter today.  Gate agent Giuseppe at MKE went above and beyond.  #Kudos!  #FeelingTheLove for #AmericanAirlines today!",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir Definitely customer service that went above and beyond! 😀😀😀,"@129456 Did you happen to get a name, Kim? We'd love to pass this along to our leaders.",0.31688199271975354,0.0,unknown,False,True
64,671478,2017-11-23 00:04:57+00:00,"After 14hours in Bermuda airport after our first plane broke, we are finally off. Huge thank you to the Bermuda @AmericanAir staff especially Chelsea Knight who managed to rebook our flights and co-ordinate our accomodation. #customerservice #partyof27 #rugby7s #ran7s https://t.co/GFnvESVzzN",rebooking_itinerary,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,A HUGE thank you to @AmericanAir for accommodating &amp; exceeding our needs after Jason &amp; I missed our flight out of Paris! #CustomerService 👏🏼,"@173411 We're always happy to help when we can. So glad it worked out, Mike.",0.22469783251373304,0.0,unknown,False,True
65,2692181,2017-11-21 18:28:39+00:00,@AmericanAir That does me no good I have lost my funds on luggage fees on 2 trips your planes delay me and my schedule and you people don't even offer anything but a we hate delays also no that's wrong,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir 3 hours....Delay......Me currently 💀,"@380265 We know delays aren't fun or ideal by that matter but we're looking to depart soon. Thanks for hanging in there, Ryan.",0.1723880839974323,0.0,unknown,False,True
66,2912688,2017-11-28 22:14:26+00:00,"@AmericanAir Record locator sent via DM. On the plane and we’ve pushed back; other options aren’t going to be much help. Why would two people on a single reservation, both with elite status and confirmed aisle seats be split? Not to mention one being moved to a middle aisle seat.",loyalty,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,@AmericanAir Record locator?,@339455 We've responded to you in your DM.,0.19442013686979154,0.0,unknown,False,True
67,2970870,2017-11-30 00:28:11+00:00,So when are you going to let us know if our winter flights are cancelled @AmericanAir ? I'd rather just get a #refund now and fly another #airline to avoid having #holidays ruined. https://t.co/klnONcQvIo,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir When are you going to introduce flights between Newcastle &amp; New York?,"@767880 You never know what we'll be adding so keep checking back with us, Kevin.",0.24379357047449823,0.0,unknown,False,True
68,602879,2017-12-03 22:23:47+00:00,@AmericanAir I just got home and opened my bag send me a link with to do that. This is fucking annoying.,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.","THIS IS FUCKING MISERABLE 
@AmericanAir",@429823 Please let us know if you need some help!,0.3203995857414234,0.0,unknown,False,True
69,611766,2017-11-22 12:48:41+00:00,When u purchase a $1471 1st class tickt &amp; u r a gold Mbr &amp; @AmericanAir says “sry I can’t do anything to help u” #BadCustomerService #aa.com,booking,booking,True,True,,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@120944 @AmericanAir They “should be in Hawaii when I get there” . @AmericanAir didn’t do anything to help their customers.,@391427 We know it's frustrating to miss a flight. We're not always able to keep a plane at the gate for late arriving customers.,0.2594615726924325,0.0,unknown,False,False
70,2887862,2017-11-28 13:07:27+00:00,"Dear @AmericanAir learn from @JetBlue they have an awesome WiFi, very fast, easy to use, and FREE!!",onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,@456581 @AmericanAir Easy to do when they have a monopoly,"@446588 Safety is always our top priority and we're sorry for the extended travel time, please follow-up via DM.",0.2686502688429401,0.0,unknown,False,True
71,1426537,2017-11-26 01:12:10+00:00,@AmericanAir 60 minutes and counting waiting for bags off flight 1407 from ORD to MIA. Ticket in economy cost over 500. Where's my partial refund or other consideration for your incompetence,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,"@AmericanAir 60 minutes and counting on tarmac at DCA, flight 4556. I call bluff on no available gate at entire airport. Get it together",@424794 Due to air traffic delays our schedule is a little off. We'll have you to the gate as quickly as we can.,0.1843740385462584,0.0,unknown,False,True
72,522818,2017-12-02 03:52:31+00:00,"@AmericanAir Thank you for not resolving my problem, having 3 employees tell me different rules, lying to me &amp; cancelling my flight without my permission. While blaming me! Filing with BBB I see you've cancelled several peoples flights with no reason or notification POOR SERVICE!",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir Please do not broadcast my travel destination without my permission.,"@666566 We apologize, we always want to make sure your info remains private and we've removed the previous tweet.",0.2536956911170126,0.0,unknown,False,True
73,2924140,2017-11-29 02:43:01+00:00,@AmericanAir you suck ass stranded in Miami without my bags for the night because of a delayed flight so I missed the connecting. And to top it off you are separating me and and my 8 month pregnat wife on the next flight in the morning.,flight_delay_status,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir You suck,"@396922 What's got you feeling this way, Mantis? We don't want you to be frustrated with us.",0.19810449915082906,0.0,unknown,False,True
74,81085,2017-11-30 12:59:48+00:00,@AmericanAir I BOOK A FLIGHT BACK IN JUNE AND ALSO BOUGHT THE INSURANCE IN CASE OF CANCELLATION; TO DATE MY REFUND HAS BEEN DENIED..,cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir The ticket was purchased in June,@358144 Please call our Reservations team at 800-433-7300. They can help look into this for you.,0.21944061626843028,0.0,unknown,False,False
75,2180621,2017-11-30 19:26:29+00:00,@AmericanAir when do I find out if my Christmas flight is cancelled and you’ve ruined my holiday? #glitch #fail #worstairlineever,cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir .@AmericanAir how do I find out if I'm sitting by someone cute on my flight today,"@674863 We have the #WorldsGreatestFlyers. Your seatmate is bound to be smart, funny and interesting! We'll see you on board soon.",0.29613351484679884,0.0,unknown,False,False
76,2810861,2017-11-22 08:26:49+00:00,"@AmericanAir No confusion, there was lack of communication to all passengers. You should have canceled the flight the first time there was concern about fog. Fog doesn’t disappear overnight, it typically gets worse. I don’t understand why you thought it was appropriate to take that risk.",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir There was no confusion! @AmericanAir just cancelled the flight and rebooked ONLY first class on another flight. Stranded in Spain,@355231 Our apologies again. Please continue working with our airport folks for rebooking assistance.,0.17403515926975915,0.0,unknown,False,False
77,2867968,2017-11-28 01:12:37+00:00,@AmericanAir Nope. My flight landed at 850am. My luggage was on another flight. Will I get my luggage today? Very important 😭,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir Where is my luggage 😡,@564855 Did you file a claim with our Baggage Service Office? DM the claim number and we'll check on an update.,0.255893776800852,0.18181818181818182,unknown,False,True
78,630127,2017-11-22 15:18:05+00:00,@AmericanAir can’t believe my assigned seat upon reservation got pushed from 9D to 20C on flight AA4501 .. just doesn’t make any sense. Tried to call customer service and said I have to check with airport agent,booking,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,"@AmericanAir Lol thanks for the reply but this doesn’t make any sense. It’s like saying I can’t use a Starbucks gift card on the cup, just the coffee.",@121778 It can only be used towards the price of the ticket. The premium seats purchase is an ancillary charge.,0.19024894218987978,0.0,unknown,False,True
79,169835,2017-11-24 21:44:04+00:00,@AmericanAir No. Already paid for a hotel tonight in San Diego.,payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Happy to be home in San Diego.  Thanks to @AmericanAir for great flights today.,"@129456 Fantastic! We're so glad to have been your ride to San Diego. Have a great evening, Kim.",0.3068062521322929,0.0,unknown,False,True
80,2813145,2017-11-27 01:29:30+00:00,If our flight takes three hours... we will surely miss the connection. We’re already 25 mins late and just sitting on the runway @AmericanAir,rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir Are just sitting on the runway,@203186 We're glad to see you're wheels up now. Your patience is truly appreciated.,0.323641411344826,0.0,unknown,False,False
81,169831,2017-11-24 21:22:22+00:00,Unbelievable that @AmericanAir refuses to let people with small children board early. Rude staff doesn't help.,checkin_boarding_gate,checkin_boarding_gate,True,True,,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.","Hey, @AmericanAir, it’s easier for everyone if you offer people with small children the opportunity to board first.",@314920 We love our little ones and you're able to request boarding early. Please take a peek at this link: https://t.co/RbICpbO1ka,0.2955698747149709,0.1111111111111111,unknown,False,False
82,95992,2017-11-30 16:05:16+00:00,".@AmericanAir When will you have competitively-priced routes to Canada from #LAX? I love @135156, too, but I miss my #AAdvantage #Platinum perks. #row25 #sadface",loyalty,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,@AmericanAir #platinum #aadvantage #loyalty,"@677947 Everything's looking good to go for your connection but please speak with a gate agent, if needed.",0.18780826849958623,0.0,unknown,False,True
83,591696,2017-12-03 16:53:42+00:00,"I don't fly @AmericanAir often, but when I do, I remember why I don't. Today's experience so far:
Gate agent doesn't know baggage policy
System dropped my precheck number so I got body scanned
Told to carry my own checked bags to TSA
Wrong boarding zone for first flight",baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.","I don't always fly. But when I do, I fly American... @AmericanAir 🇺🇸✈️ https://t.co/G0Cfbr536I",@363238 It's been a long time and we're so glad to see you! Thanks for flying and sharing that AAwesome video. We hope to see you soon.,0.1786896728438917,0.0,unknown,False,True
84,97828,2017-11-30 16:38:53+00:00,"@AmericanAir So you're guaranteeing that our flights won't be cancelled? If not, refund our tickets so we can book flights with another airline that can guarantee flights.",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir Tried that but they haven’t reissued our tickets so we can get home on @116450,@436716 We’re showing all the tickets have been reissued on United as of this morning. We can provide ticket numbers for you in DMs if needed.,0.2812713558652086,0.0,unknown,False,False
85,147597,2017-11-24 14:18:06+00:00,@AmericanAir why doesn’t your group boarding process start with the back of the plane? Seems like that would make more sense.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.","@AmericanAir Bag fees may be part of the norm but it would make more sense to incentivise people to check ahead of time, rather than giving up revenue at the gate",@660961 Sometimes due to time restraints or limited space we may have to ask customers to gate check. Thanks for your understanding.,0.24724832730314583,0.3333333333333333,unknown,False,True
86,2344850,2017-11-27 01:55:33+00:00,@AmericanAir That's just not good enough. I payed for a ticket that would allow me to carry-on fragile video equipment. You essentially stole money from me and now you're making some BS excuse of miscalculation. There was clearly plenty of room for the 3 bags you made people suddenly check.,baggage,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir Not good enough.,@124196 We took another look at our flights and our team at the airport rebooked you on the earliest flight. We're sorry again for the late arrival.,0.2389457284872908,0.0,unknown,False,False
87,2859286,2017-11-27 22:29:23+00:00,@AmericanAir So do your competitors: @Delta @116450 What about your plane is different from theirs? Are your seats bigger? Are your entertainment systems faster? Are your movies rated better on Rotten Tomatoes? Why would I pay one of you more than the others?,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,.@AmericanAir why are your seats slanted forward? This is miserable.,@714282 You should be able to let the seat back once you're in the air.,0.29804406191396116,0.0,unknown,False,True
88,2792405,2017-11-21 20:58:49+00:00,"@AmericanAir Your company cancel the flight Los Angeles to Boston, now I have to stop in Ny after long flight Sydney/LA",cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,".@americanair Landed LAX #consulting (@ Los Angeles International Airport - @116147 in Los Angeles, CA) https://t.co/AIVa4oGcgI",@188393 It's a pleasure to have you on board!,0.2293868796272383,0.0,unknown,False,True
89,2983867,2017-11-30 05:03:48+00:00,"@AmericanAir Of course you gave me a refund, the flight never happened. What about my other expenses? Taxi, parking, hotel, etc?",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,@AmericanAir And what about my luggage? Is it in the right flight?,@326611 With your record locator you can track your bags here https://t.co/vpkBeWiqTq to make sure they are following you on your next flight.,0.17804426895050654,0.0,unknown,False,True
90,632355,2017-11-22 15:36:10+00:00,@AmericanAir Can you change the name on my AAdvantage account? I need to go from Kendall Loren Smith to Kendall Loren Perkins (got married) and I’m flying today.,loyalty,loyalty,True,True,,Explain general AAdvantage information and verify account details for account-specific requests.,"@AmericanAir Got married, need to change my last name on my Aadvantage. Tried emailing - Trip is Saturday - let's solve it here! Thanks! :-)","@419148 For security reasons, we don't change names on accounts here. Please give our AAdvantage team a call at 800-882-8880.",0.33850811739229725,0.1111111111111111,unknown,False,False
91,623201,2017-11-22 17:56:42+00:00,@267921 @AmericanAir @116450 I usually fly Delta only,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,@AmericanAir Fly DELTA !!,@764361 Please meet us in DM with your flight info and we'll take a look.,0.6807386205168695,0.0,unknown,False,True
92,540463,2017-12-02 14:47:28+00:00,@AmericanAir 2 hours late now. When did you know there wasn’t a pilot?,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,"Hey, @AmericanAir — when did you guys start offering time travel?!?!? https://t.co/ayt3vkw1Y5","@725689 Oops, that's the estimated arrival time of the inbound plane coming from DCA. Thanks for catching that, Ledge.",0.25546980582385503,0.0,unknown,False,True
93,1875244,2017-11-30 20:55:17+00:00,@AmericanAir I'm now delayed 3 hours for a flight from Cincinnati to DC. Whats the problem? Flight 5609. This airport isn't that exciting to hang out in.,flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,"@AmericanAir I have a platinum card, does that mean I can hang out in the admirals club?","@469706 Not all AAdvantage credit cards offer access to our clubs. You can get more information here, https://t.co/uvGag9kIry.",0.20391331993244657,0.0,unknown,False,True
94,669861,2017-11-23 05:05:17+00:00,@AmericanAir Flying from LAX to LHR 108 AA and LHR to BRU 398 AA.. Wondering if I need a transit visa in London on an indian passport... Basically will my bags checked in through to BRU or need to pass Border Control in LHR?,baggage,general_complaint_or_other,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,"@AmericanAir will my baggage be checked through to my final destination? TXL-LHR-MIA, thanks.",@500452 Could you DM your record locator so that we can take a look at your ticket? We'll be happy to clarify.,0.20487459259109075,0.0,unknown,False,False
95,677796,2017-11-23 05:52:01+00:00,"And we are home safe, luggage and everything despite a short connection in Phoenix. Thanks to the whole @AmericanAir ""family"" for getting us home from honeymoon on time for thanksgiving and a special shout out to Simon and @30537 cars for collecting us. Happy Thanksgiving https://t.co/qgyo5G0MI1",rebooking_itinerary,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,@AmericanAir Happy Thanksgiving!,@654408 Thank you. We wish you and your family a wonderful Thanksgiving as well!,0.321405378018929,0.0,unknown,False,False
96,171298,2017-11-24 21:53:07+00:00,@AmericanAir Hello team #AAwesome! I hope you had a great Thanksgiving - How can I check the fare code and fare rules for a booking?,payment_fees_refund,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir Great thank you. I had a GREAT flight.,@119479 We love hearing this and look forward to welcoming you on board again soon.,0.2697267248438237,0.0,unknown,False,True
97,640162,2017-11-22 20:05:18+00:00,@AmericanAir I am chatting with one of your agent I think. Their finally destination is AUS but I think there is no way they can arrive here today as your website says your new plane leave SEA at 18:00 and ETA at DFW at 23:50. No way to come to AUS tonight....,booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir There is no way I am paying that checked bag fee.,@706185 What type of ticket did you purchase? Send us your record locator via DM. We'd like to check.,0.1616700661285937,0.0,unknown,False,True
98,458164,2017-12-01 00:11:01+00:00,Come on @AmericanAir ... I booked 21b (exit row isle) on and MD 80 flight 1524... and then you change the plane and  Now I'm in a middle seat...that is terrible customer experience...,seat,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,@AmericanAir terrible customer service,"@358361 What's wrong, Erin? We're listening.",0.21563306800801263,0.0,unknown,False,False
99,2763410,2017-11-27 00:13:59+00:00,Taking a poll. Can anyone sit comfortably in a normal coach seat anymore???? @AmericanAir,seat,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,@335577 @AmericanAir Just a normal month.,"@218402 We show your flight departing on time, Jared. We'll see you on Sunday!",0.24982517940263593,0.0,unknown,False,True
100,2978557,2017-11-30 03:18:49+00:00,"With the inevitability of flight cancellations on @AmericanAir, is it better to suck up the expensive airfare and not travel 4 fear of being stuck across the country OR accept only involuntary refunds when we are stuck, not being able 2 afford airfare home on responsible carriers",payment_fees_refund,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,Love me some flight cancellations @AmericanAir,"@212285 We have your DM and will answer you there, Olivia.",0.17443334775355818,0.0,unknown,False,True
101,3609,2017-11-26 00:05:51+00:00,@AmericanAir I had to end my trip way sooner than expected. :( Bought a new flight because it was way cheaper than changing my return. What do I need to do to cancel my return so someone can have that seat?,seat,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir what do I need to do to upgrade my son's trip with my points.,@570189 We're happy you had a fantastic trip and we can't wait to have your son on board. Give our AAdvantage team a call at 800-882-8880 for info.,0.22580961418489973,0.0,unknown,False,True
102,466935,2017-12-01 04:44:08+00:00,"@AmericanAir Flight 989 MIA-MVD is a bad joke from you AA. Delayed almost everyday, cancelled at least once a month!",cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,"@AmericanAir - I fly PHL to MHT at least once a month. According to stats, it’s only on-time ~60%. It’s almost a coin toss at this point.","@439232 We do our best to always be on time, Harry and assure you we're shooting for 100%. Thanks for your feedback.",0.27450843868941255,0.0,unknown,False,False
103,1917704,2017-11-25 14:18:30+00:00,@AmericanAir Good to know... I wish the check-in agent had informed us of this or there was an announcement at the gate.,checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir Thanks! An announcement would have been good here...,@189058 We want to make sure you're aware of what's going on. We're always here to help.,0.18997833316882595,0.0,unknown,False,True
104,660709,2017-11-22 23:43:29+00:00,OMG the Stewardess on @AmericanAir #AA6028 is losing it with the customers. too small plane / too big carryon. #profitsb4satisfaction,baggage,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",@AmericanAir carryon bag used many times no problem today 1.5 inched too big $50,"@439876 It sounds like you may have purchased a Basic Economy fare. Please DM your record locator, and we'll take a look.",0.23061177171043357,0.0,unknown,False,True
105,2846685,2017-11-27 17:28:53+00:00,"@AmericanAir Can you explain to me why the last 4 flights I've been on have been delayed upwards of an hour for ""maintenance"" issues? I have to get back to school to take a test!",flight_delay_status,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Can you explain to me why my bro doesn’t have charger ports on his 6 hour flight...XD @AmericanAir @63115,"@476712 Some of our planes haven't been updated yet, but we're doing that as quickly as possible. Our crew will make feel right at home.",0.25832615070596365,0.0,unknown,False,True
106,2459553,2017-11-26 18:35:52+00:00,"@AmericanAir #AmericanAirlines Yeah, keep fouling us with “hydraulic pump failure” and going back to the gate from runway the minute before take-off. If you don’t know how to fly it or maintain it, don’t do it!",checkin_boarding_gate,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,@AmericanAir @2189 1 hour on the runway to “burn off fuel”?? Now going back to the gate.   May not leave CLT tonight #snafu 🤬😣,"@471630 You should be in the air shortly, Michael. We really appreciate your patience this evening.",0.1675623448278065,0.0,unknown,False,True
107,466169,2017-12-01 04:21:47+00:00,"@AmericanAir Booking my holiday travel when I saw your latest money grab. Forcing people to pay AT THE GATE for their second carry on? Disgusting. And it's a strict feature removal/price hike; ""basic"" now costs the same as the old ""standard"" which included overhead space.",booking,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,@AmericanAir forcing people to check their bags at the gate AND then making them pay for it? The worst.,"@722573 Do you have a Basic Economy ticket? If so, you will need to pay a charge for any checked bags. https://t.co/MKvFFVWJdz",0.20906754405679226,0.0,unknown,False,True
108,2797624,2017-11-21 22:29:33+00:00,@AmericanAir i am a lonely college student who was excited to go home today but my flight got cancelled less than an hour before boarding and now i’m SAD what do you have to say for yourselves,cancellation_schedule,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,I was going to go to the @15451 vs @129323 game today but my @AmericanAir flight is delayed. 😒,@698866 We're very sorry for the delay and see that you should be on your way very soon. We appreciate your patience.,0.2283163418145814,0.0,unknown,False,True
109,2856032,2017-11-27 21:13:21+00:00,Might have to reconsider my @AmericanAir preference. Late once again and sat on plane for over 45 minutes. Come on guys.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Come on @AmericanAir once again youve made me late to work ✈️😤,@421706 We're sorry for your delay. We'll do our best to have you in the air and make up for lost time if possible.,0.21773418475904843,0.0,unknown,False,False
110,2871241,2017-11-28 03:10:41+00:00,@AmericanAir Yes. We each checked in on our own phones.,ambiguous_general,general_complaint_or_other,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,@AmericanAir Yes we do,"@501321 We have a flight leaving at 12:35p arriving at 1:39p, would that work?",0.3725268964019298,0.0,unknown,False,False
111,511915,2017-12-02 02:05:25+00:00,@AmericanAir I know. Thanks for confirming the shortcomings. There’s technology to allow both card and WiFi on these flights. Choose to invest in it.,onboard_services,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,"@AmericanAir Noted and I mailed it, thanks. I hope someday man invents a technology to allow these transactions to be done digitally.",@500959 Our eVouchers can be ticketed electronically. We appreciate the feedback.,0.22387837554008153,0.0,unknown,False,True
112,2804656,2017-11-22 02:00:56+00:00,Way to go @AmericanAir. Flight 2 hours late so my son missed his connecting flight home. No excuses. None.,flight_delay_status,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,Way to go @AmericanAir way to go. https://t.co/8jSnT2ynn3,@169406 We work hard to take excellent care of your belongings and we're sorry to see this. Please check with Baggage to file a claim.,0.27547495601333466,0.0,unknown,False,False
113,2835139,2017-11-27 14:51:06+00:00,@AmericanAir if I book travel do I have 24 hrs to cancel booking thru https://t.co/lTv7yKzoE9,cancellation_schedule,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,@AmericanAir - w/ all these cancellations to TPA from CLT I’m starting to think I’m on Punk’d - it’s taking us over 24 hrs to get home. 👎🏽,@384948 We're working hard to get everyone on their way despite weather. Thanks for being patient with us.,0.20711473467567032,0.0,unknown,False,False
114,611754,2017-11-22 12:51:18+00:00,"@AmericanAir Thank you to James Peterson, the gate agent at DCA, for his wonderful customer service. Happy Thanksgiving!",checkin_boarding_gate,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",@AmericanAir Happy Thanksgiving!,@654408 Thank you. We wish you and your family a wonderful Thanksgiving as well!,0.41386437010512034,0.0,unknown,False,True
115,72349,2017-11-28 22:27:06+00:00,@AmericanAir I am new to @AmericanAir and so far not impressed.  My table on the rescheduled 1559 flight was leaning so far my coffee was almost spilling... https://t.co/xia2V4qG0c,ambiguous_general,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,I️ am not impressed with @AmericanAir 🙃🙄,@495499 We always want your time with us to be outstanding. How can we help turn things around?,0.24671373627887236,0.0,unknown,False,True
116,468406,2017-12-01 06:32:06+00:00,@AmericanAir I did but really service during this entire inconvenience has been really bad and no one can explain how it ended up in DAY when it was no where on my itinerary.,ambiguous_general,general_complaint_or_other,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,@AmericanAir Really bad service Ron,"@118406 We're sorry if you had a bad experience with our team, Kay. Please let us know if we ca help in some way,",0.17364297547655003,0.0,unknown,False,True
