eval_id,customer_text,human_intent,predicted_intent,intent_confidence,retrieved_customer_text,retrieved_support_text,retrieval_similarity,retrieved_intent,safe_to_auto_handle,evidence_sufficient,escalation_reason,expected_reply_points,retrieval_evidence,system_decision,system_reason,human_decision,human_evidence,system_evidence
50,@AmericanAir $1100 for charge fees! A joke! You guys are straight losers,payment_fees_refund,payment_fees_refund,0.10516882175328773,@AmericanAir Your EP desk already charged me $1100.  Thanks!,@188507 Give us a moment to take a look and we'll be with you via DM.,0.14659728399807842,payment_fees_refund,True,True,,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
51,@AmericanAir will do!,general_complaint_or_other,loyalty,0.04380150395590501,@AmericanAir Your aadvantage account can be hacked and American airlines will do nothing but  be rude.  Check your account  AA doesn't care about  breach,@346200 Your comments concern us and we're always here to help. Our customers can contact AAdvantage at: https://t.co/l7FeGMUy12,0.22516130812602886,loyalty,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
52,@AmericanAir When will I know if my flight is cancelled and I need to make other arrangements?,cancellation_schedule,cancellation_schedule,0.2421496058279348,@AmericanAir Now flight is cancelled and no one even said anything. Nice @AmericanAir,@315110 We'd like to help you get rebooked. Please DM your record locator so we can take a peek.,0.24840437429620194,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
53,@AmericanAir is my flight seriously delayed because your catering staff can’t put the right carts on the right plane? #delayofgame,flight_delay_status,flight_delay_status,0.1715826003139765,@AmericanAir time after time your flights are delayed because your flight attendants are not on time!#notgoodenough #badservice,"@400763 Our team may be delayed on an incoming flight, Ed. Please share your flight number, if we can help with an update.",0.17237289786315008,flight_delay_status,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
54,@AmericanAir y’all really have to get new episodes of tv shows on y’all flights. I’ve watched these same episodes over and over again. Lol,onboard_services,onboard_services,0.10226397957121426,"@AmericanAir Again stuff that doesn't work AA 73 LAX-SYD entertainment system freezes, reset over and over again!! YUP ExP in 18H unhappy!!! https://t.co/IgLXsc8auu","@171943 We understand how that could be frustrating. If we're not full, you may want to check with our crew for any other seat options",0.22180138198420624,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
55,"@AmericanAir #thanksgivingtravel worst trip ever U lost another customer Got 1st cls full price tix in May I did it right U had only 1 agent at bag check in,  4 of ur employees used ur system 2 virtually steal R seats @Delta how r u treating 1st class customers these days?",checkin_boarding_gate,baggage,0.12050258312174357,@AmericanAir Wow please tell all the women at bag check-in at Miami Int'l Airport I love them all ❤️,@183315 We'll let them know for you!,0.12903202528413146,baggage,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
56,@AmericanAir So am I gonna be able to avoid a cancellation fee so I can rebook my flight with another airline so I can make sure I can actually get home for Christmas?,cancellation_schedule,rebooking_itinerary,0.13141940043133354,@AmericanAir Wish I can rebook my flight with no charge. The aircraft is the only reason I booked this.,@138105 Our apology again for the last minute change.,0.1875113130316563,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
57,@americanair Where is co-pilot for AA #679 FLL to CLT? 1.5 hour delay-and counting.  What comp will AA offer pax affected by AA buffoonery?,flight_delay_status,flight_delay_status,0.14203823414135403,"@AmericanAir how about some bonus miles for your “maintenance” pleiblems... 2 1/2 hour delay and counting.
#ihatesundaytravel",@310364 Once you arrive to your destination reach back out to us here. We'll take a closer look.,0.20664091002181545,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
58,I mean @AmericanAir for destroying my suitcase :-) https://t.co/R3Yhuv2yUG,baggage,baggage,0.06758724416837501,Hey @AmericanAir thanks for destroying our luggage last night https://t.co/V5BZhoET6Q,@526233 We're sorry for any damage done while in transition. Please file a claim in person within 24 hours of arrival at the airport.,0.29703885299547256,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",True,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,SUFFICIENT
59,🙌🏼 @611167 Loved seeing this on my @AmericanAir flight. https://t.co/jww9YiEBRl,general_complaint_or_other,cancellation_schedule,0.10487450435682298,@americanair why is my flight AA4332 cancelled?,@449504 It's canceled due to air traffic congestion. If you need help with rebooking send us your record locator via DM.,0.09922347159315376,cancellation_schedule,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
60,@AmericanAir If I use my American Airlines credit card will I still free bags,baggage,payment_fees_refund,0.15117573800293047,@AmericanAir I’m a credit card and airline free agent.,@147372 AAdvantage award tickets are subject to availability when booking and making changes. We're sorry for your frustration.,0.2413151527144945,payment_fees_refund,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
61,"@AmericanAir AA 2461. Only bad experience was with rude, profane, unprofessional gate staff. Even other AA team members commented on their rudeness. Other passengers equally baffled with their treatment of us, as bag fit and there was adequate room.",checkin_boarding_gate,baggage,0.11364004401479597,@AmericanAir I did but there was no one stopping other passengers from bringing more than one carry on,"@706596 With the Basic Economy fare, you're unable to use the space in the overhead bins, you're allowed one bag that goes under the seat.",0.12514300134682108,baggage,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
62,"@AmericanAir Passenger is not elite status. Heard the conversation. Don’t mind paying, but do mind it being offered for free when I’ve paid",flight_delay_status,loyalty,0.08622623521265184,30 of 64 on the upgrade list.@AmericanAir Elite status has it perks. I'm just not Elite enough to use them since the merger..,"@672228 You must be on a pretty popular business route this morning, Jonathan. Welcome aboard.",0.1875678231572088,loyalty,True,True,,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
63,"@AmericanAir Must be the holiday season or just #AAmazing employees, but second amazing encounter today.  Gate agent Giuseppe at MKE went above and beyond.  #Kudos!  #FeelingTheLove for #AmericanAirlines today!",checkin_boarding_gate,checkin_boarding_gate,0.14327069951864901,@AmericanAir Gate agent Marion for ENY3528 departing ORD really went above and beyond to help me out today. Show her some love!,@334081 Thanks for the shout-out to Marion! We'll be sure to get this over to our #AATeam so she can be recognized.,0.2936261021959814,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",True,AUTO,sufficient_evidence_low_risk,ESCALATE,INSUFFICIENT,SUFFICIENT
64,"After 14hours in Bermuda airport after our first plane broke, we are finally off. Huge thank you to the Bermuda @AmericanAir staff especially Chelsea Knight who managed to rebook our flights and co-ordinate our accomodation. #customerservice #partyof27 #rugby7s #ran7s https://t.co/GFnvESVzzN",rebooking_itinerary,rebooking_itinerary,0.12919882810843408,"@AmericanAir We had to rebook, thank you Jeannette at C15.",@487278 Jeannette is an #AAllstar! We're glad she was able to take care of you.,0.20656803626902942,rebooking_itinerary,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
65,@AmericanAir That does me no good I have lost my funds on luggage fees on 2 trips your planes delay me and my schedule and you people don't even offer anything but a we hate delays also no that's wrong,payment_fees_refund,baggage,0.1597936161996133,@AmericanAir And I'm standing waiting on luggage!,@624424 We know how hard it is to travel with little ones and we're so sorry your travel has been affected.,0.1573000151321025,baggage,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
66,"@AmericanAir Record locator sent via DM. On the plane and we’ve pushed back; other options aren’t going to be much help. Why would two people on a single reservation, both with elite status and confirmed aisle seats be split? Not to mention one being moved to a middle aisle seat.",seat,seat,0.19279178975378725,@AmericanAir was told to DM my record locator XTPXUD   tkt 0012151159846  &amp; tkt 0012153434830      Allianz  AMR00021899602   wanting $200.00 change fee reimbursed &amp; extra money I paid for upgrade aisle seats;  wanting aisle seats on trip from PHX - BNA;  thanks,@373180 We're looking at your DM now.,0.15857056399898295,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
67,So when are you going to let us know if our winter flights are cancelled @AmericanAir ? I'd rather just get a #refund now and fly another #airline to avoid having #holidays ruined. https://t.co/klnONcQvIo,payment_fees_refund,cancellation_schedule,0.169910885900088,@AmericanAir We (all the passengers) need to know if this flight is going to be cancelled so that we can rebook with another airline,@539647 We'll have you wheels up at 9:50p. The plan is still to fly.,0.1637264554261792,cancellation_schedule,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
68,@AmericanAir I just got home and opened my bag send me a link with to do that. This is fucking annoying.,baggage,baggage,0.16701548978564917,@AmericanAir don't expect business again...I opened my bag and a new bottle of toothpaste was literally sprayed everywhere. What happened.,@317247 We're sorry to hear that happened. It sounds like air pressure may have affected your container.,0.17950638302516936,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
69,When u purchase a $1471 1st class tickt &amp; u r a gold Mbr &amp; @AmericanAir says “sry I can’t do anything to help u” #BadCustomerService #aa.com,booking,booking,0.0925601615354206,@AmericanAir anything else I can do? Im Flying 1st class- and I know the later flight is pretty booked,@374604 We've got a seat reserved for you on the next flight out. The Business class cabin is currently full though.,0.1986301883047677,booking,True,True,,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
70,"Dear @AmericanAir learn from @JetBlue they have an awesome WiFi, very fast, easy to use, and FREE!!",onboard_services,onboard_services,0.13458069388528782,@AmericanAir @116462 Gratified to learn from flight crew that AA will likely be dumping #GoGoInFlight for another provider! Good on ya!,"@178578 Staying connected in flight is important, we understand.",0.12616861286293218,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
71,@AmericanAir 60 minutes and counting waiting for bags off flight 1407 from ORD to MIA. Ticket in economy cost over 500. Where's my partial refund or other consideration for your incompetence,payment_fees_refund,baggage,0.1369256212007745,"@AmericanAir many people tired, waiting over 1 hour for bags off flight 262 to miami. What most we do to get our bags",@661738 We know it's been a long day and we're so sorry for the extra wait. Our team's working quickly to get you reunited with your bags.,0.1835426354128137,baggage,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
72,"@AmericanAir Thank you for not resolving my problem, having 3 employees tell me different rules, lying to me &amp; cancelling my flight without my permission. While blaming me! Filing with BBB I see you've cancelled several peoples flights with no reason or notification POOR SERVICE!",cancellation_schedule,cancellation_schedule,0.18810845252050512,@AmericanAir You cancelled my flight for no reason,@388072 We're so sorry for the frustration that must've caused. We only cancel flights when we absolutely have to.,0.1855274717586995,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
73,@AmericanAir you suck ass stranded in Miami without my bags for the night because of a delayed flight so I missed the connecting. And to top it off you are separating me and and my 8 month pregnat wife on the next flight in the morning.,rebooking_itinerary,flight_delay_status,0.19316417822660434,"3.5 hour delay, right when we get to the runway, the plane has to go back to the gate because of “issues”. @AmericanAir you suck ass✈️",@374215 Our team does all possible to avoid delays and we're so sorry your flight has been affected today.,0.15930028394843535,flight_delay_status,False,False,live_travel_or_itinerary_issue,Review the itinerary and provide appropriate rebooking or itinerary-change options.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
74,@AmericanAir I BOOK A FLIGHT BACK IN JUNE AND ALSO BOUGHT THE INSURANCE IN CASE OF CANCELLATION; TO DATE MY REFUND HAS BEEN DENIED..,cancellation_schedule,booking,0.14476865433549346,@AmericanAir The ticket was purchased in June,@358144 Please call our Reservations team at 800-433-7300. They can help look into this for you.,0.21945020153680025,booking,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
75,@AmericanAir when do I find out if my Christmas flight is cancelled and you’ve ruined my holiday? #glitch #fail #worstairlineever,cancellation_schedule,cancellation_schedule,0.17882148204460874,@AmericanAir Now flight is cancelled and no one even said anything. Nice @AmericanAir,@315110 We'd like to help you get rebooked. Please DM your record locator so we can take a peek.,0.18729141074110883,cancellation_schedule,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
76,"@AmericanAir No confusion, there was lack of communication to all passengers. You should have canceled the flight the first time there was concern about fog. Fog doesn’t disappear overnight, it typically gets worse. I don’t understand why you thought it was appropriate to take that risk.",cancellation_schedule,payment_fees_refund,0.1348689886598855,@AmericanAir How do u reimburse me for this inconvenience? I understand 30 min but it will be over an hour + your lack of communication #fail,"@590064 Our apologies for the later than expected start. Once you reach your destination, please DM your record locator and we'll take a look.",0.1231505261051954,payment_fees_refund,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
77,@AmericanAir Nope. My flight landed at 850am. My luggage was on another flight. Will I get my luggage today? Very important 😭,baggage,baggage,0.17891172000959432,@AmericanAir Where is my luggage 😡,@564855 Did you file a claim with our Baggage Service Office? DM the claim number and we'll check on an update.,0.2556357671657247,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",True,AUTO,sufficient_evidence_low_risk,ESCALATE,INSUFFICIENT,SUFFICIENT
78,@AmericanAir can’t believe my assigned seat upon reservation got pushed from 9D to 20C on flight AA4501 .. just doesn’t make any sense. Tried to call customer service and said I have to check with airport agent,seat,seat,0.15728284365364426,"@AmericanAir I arrived almost 2 hours early for my flight and @AmericanAir said I didn’t have an assigned seat, though I selected a seat when I booked.  No one at the gate counter is here to help. I’m just trying to get home to my family.",@742236 As soon as our gate team arrives they'll get your seat assigned for you. We appreciate your patience.,0.13535557583375918,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
79,@AmericanAir No. Already paid for a hotel tonight in San Diego.,payment_fees_refund,seat,0.07089129588943813,@AmericanAir Yep. And how about the $42 I spent to reserve a seat I already paid for?,@176109 Pre-reserved seats can be done with-in 24 hours of travel on the BE fare.,0.18244275057974246,seat,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
80,If our flight takes three hours... we will surely miss the connection. We’re already 25 mins late and just sitting on the runway @AmericanAir,rebooking_itinerary,rebooking_itinerary,0.1637864479878741,@AmericanAir Landed 30 mins late and still sitting on tarmac waiting for gate to open. Going to miss connection 👍 https://t.co/AbIHVfjYLr,"@320007 What's your light number, Greg. We can check on your connecting flight for you.",0.20433136042537148,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
81,Unbelievable that @AmericanAir refuses to let people with small children board early. Rude staff doesn't help.,checkin_boarding_gate,checkin_boarding_gate,0.062492643584790016,@AmericanAir shame on gate agents for flight 428 (DEN - CLT) for not allowing a family with 2 small children to pre-board,@756760 We do allow families with small children to pre-board upon request.,0.20310793894579943,checkin_boarding_gate,True,True,,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,low_intent_confidence,AUTO,SUFFICIENT,INSUFFICIENT
82,".@AmericanAir When will you have competitively-priced routes to Canada from #LAX? I love @135156, too, but I miss my #AAdvantage #Platinum perks. #row25 #sadface",loyalty,loyalty,0.12773577544467804,@AmericanAir #platinum #aadvantage #loyalty,"@677947 Everything's looking good to go for your connection but please speak with a gate agent, if needed.",0.1877034453303152,loyalty,False,False,account_specific_issue,Explain general AAdvantage information and verify account details for account-specific requests.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
83,"I don't fly @AmericanAir often, but when I do, I remember why I don't. Today's experience so far:
Gate agent doesn't know baggage policy
System dropped my precheck number so I got body scanned
Told to carry my own checked bags to TSA
Wrong boarding zone for first flight",baggage,baggage,0.162771901021909,"@AmericanAir shame on you @AmericanAir, I've missed 3 silver line shuttles waiting for my bag. This is exactly why I was trying to carry my bag on plane","@217639 We're sorry for the delay, our team will have your bags to you as soon as possible. We appreciate your patience.",0.10662271165813494,baggage,False,False,case_specific_baggage_issue,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
84,"@AmericanAir So you're guaranteeing that our flights won't be cancelled? If not, refund our tickets so we can book flights with another airline that can guarantee flights.",cancellation_schedule,booking,0.17102801499937476,@AmericanAir Tried that but they haven’t reissued our tickets so we can get home on @116450,@436716 We’re showing all the tickets have been reissued on United as of this morning. We can provide ticket numbers for you in DMs if needed.,0.28113826446638523,booking,True,True,,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,True,AUTO,sufficient_evidence_low_risk,AUTO,SUFFICIENT,SUFFICIENT
85,@AmericanAir why doesn’t your group boarding process start with the back of the plane? Seems like that would make more sense.,checkin_boarding_gate,checkin_boarding_gate,0.13066293786968197,"Three boarding zones would make sense: window, middle, aisle. Or even back, middle, front of the plane. Instead, @AmericanAir has nine zones and boards front of the plane first...so 1st class can stare at all the poor folk heading to the back???","@719172 Thanks for the feedback, Zach. We'll pass this info along.",0.1905338917867397,checkin_boarding_gate,False,False,time_sensitive_airport_issue,"Provide check-in, boarding, or gate guidance and escalate time-sensitive airport issues.",False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
86,@AmericanAir That's just not good enough. I payed for a ticket that would allow me to carry-on fragile video equipment. You essentially stole money from me and now you're making some BS excuse of miscalculation. There was clearly plenty of room for the 3 bags you made people suddenly check.,baggage,baggage,0.190925304857321,"@AmericanAir It’s all good, @AmericanAir. Plenty of room for our bags. Thanks for caring.",@760480 Phew! We're glad to hear it.,0.19204260684993701,baggage,True,True,,"Address the baggage issue, explain the relevant process, and request claim/tracking details when needed.",False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
87,@AmericanAir So do your competitors: @Delta @116450 What about your plane is different from theirs? Are your seats bigger? Are your entertainment systems faster? Are your movies rated better on Rotten Tomatoes? Why would I pay one of you more than the others?,onboard_services,onboard_services,0.13383660163053895,Thanks @AmericanAir 4making me lose a days pay&amp;having no way of making a complaintYour staff are as useless as your entertainment systems!😏,"@662716 You can talk to us, Annis. Please follow and DM your record locator and details. We're here for you.",0.18026387706218022,onboard_services,False,False,current_service_or_aircraft_issue,Provide information about onboard services and escalate current aircraft-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
88,"@AmericanAir Your company cancel the flight Los Angeles to Boston, now I have to stop in Ny after long flight Sydney/LA",cancellation_schedule,cancellation_schedule,0.11094113708434056,@AmericanAir My connecting flight was cancelled and your company refuses to refund me fairly. With everything going on with your company I'm not surprised.,@626416 Please follow and DM your record locator and we'll check on the status of the refund.,0.1320492519165528,cancellation_schedule,False,False,live_travel_or_itinerary_issue,Explain cancellation or schedule-change information and provide applicable next steps without guaranteeing an outcome.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
89,"@AmericanAir Of course you gave me a refund, the flight never happened. What about my other expenses? Taxi, parking, hotel, etc?",payment_fees_refund,payment_fees_refund,0.12493495655716613,@AmericanAir Tat is not accurate you gave one of my friends a refund for the same reason,@367640 You're welcome to give us a call at 800-433-7300 and discuss further.,0.15746763505614816,payment_fees_refund,False,False,financial_or_case_specific_issue,Explain applicable fee/refund processes and avoid promising reimbursement without verifying the case.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
90,@AmericanAir Can you change the name on my AAdvantage account? I need to go from Kendall Loren Smith to Kendall Loren Perkins (got married) and I’m flying today.,loyalty,loyalty,0.1435008823510479,"@AmericanAir Got married, need to change my last name on my Aadvantage. Tried emailing - Trip is Saturday - let's solve it here! Thanks! :-)","@419148 For security reasons, we don't change names on accounts here. Please give our AAdvantage team a call at 800-882-8880.",0.33834416743253704,loyalty,True,True,,Explain general AAdvantage information and verify account details for account-specific requests.,True,AUTO,sufficient_evidence_low_risk,AUTO,SUFFICIENT,SUFFICIENT
91,@267921 @AmericanAir @116450 I usually fly Delta only,general_complaint_or_other,loyalty,0.022210792596393594,"@AmericanAir 20 years. 3.5M miles. 7 years of EXP. Reason for Loyalty other than living in DFW, AA usually comes through @611607",@635066 Thanks for being with us through the years!,0.08017147180759525,loyalty,False,False,complaint_or_human_review_required,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
92,@AmericanAir 2 hours late now. When did you know there wasn’t a pilot?,flight_delay_status,flight_delay_status,0.0673833241056146,@AmericanAir why fill a plane if you know there is going to be delays?,"@532614 That's really not our intentions, Nick. When we make that decision, that's because we're expecting to quickly take off.",0.22773356204030543,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
93,@AmericanAir I'm now delayed 3 hours for a flight from Cincinnati to DC. Whats the problem? Flight 5609. This airport isn't that exciting to hang out in.,flight_delay_status,flight_delay_status,0.17327122078113583,Update: Plane is now delayed 3 hours.  Cooooooool.  Thanks @AmericanAir,@498742 We know delays can be frustrating and we're sorry yours was affected. We'll do our best to have you airborne just as quickly as we can!,0.19274230121818273,flight_delay_status,False,False,live_travel_or_itinerary_issue,Provide current flight status/ETA when available; avoid guessing and request flight details when necessary.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
94,@AmericanAir Flying from LAX to LHR 108 AA and LHR to BRU 398 AA.. Wondering if I need a transit visa in London on an indian passport... Basically will my bags checked in through to BRU or need to pass Border Control in LHR?,general_complaint_or_other,baggage,0.13930354009978585,"@AmericanAir will my baggage be checked through to my final destination? TXL-LHR-MIA, thanks.",@500452 Could you DM your record locator so that we can take a look at your ticket? We'll be happy to clarify.,0.21551150710504527,baggage,True,True,,Acknowledge the customer and provide an appropriate response without inventing unsupported information.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
95,"And we are home safe, luggage and everything despite a short connection in Phoenix. Thanks to the whole @AmericanAir ""family"" for getting us home from honeymoon on time for thanksgiving and a special shout out to Simon and @30537 cars for collecting us. Happy Thanksgiving https://t.co/qgyo5G0MI1",rebooking_itinerary,rebooking_itinerary,0.16196157218935922,Hi @AmericanAir I have a short connection in CLT tonite from B7 to D12. Please hold the door for me on #1608,"@398689 We're unable to make any promises but our team in CLT is aware of your arrival. They'll do all possible so you can make it, Brian.",0.14288623237343018,rebooking_itinerary,True,True,,Review the itinerary and provide appropriate rebooking or itinerary-change options.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
96,@AmericanAir Hello team #AAwesome! I hope you had a great Thanksgiving - How can I check the fare code and fare rules for a booking?,booking,booking,0.11396118405884062,@AmericanAir how can I marry two reservations?,"@449507 We don't have a way to combine 2 reservations into one if they're already paid for, Michelle.",0.15837721284280737,booking,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,low_intent_confidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
97,@AmericanAir I am chatting with one of your agent I think. Their finally destination is AUS but I think there is no way they can arrive here today as your website says your new plane leave SEA at 18:00 and ETA at DFW at 23:50. No way to come to AUS tonight....,booking,checkin_boarding_gate,0.13694796879258064,No. Already reached out to @AmericanAir and the passenger has to pay at the counter upon check in. There is no way to prepay bag fees. https://t.co/JRuIsRM9yk,"@115718 Our apologies for any wrong info given, but baggage charges are a pre-payable item. Please call 800-433-7300 to set it up.",0.137844262739047,checkin_boarding_gate,False,False,case_specific_booking_issue,Provide booking guidance or troubleshoot the booking issue; verify reservation details for case-specific problems.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
98,Come on @AmericanAir ... I booked 21b (exit row isle) on and MD 80 flight 1524... and then you change the plane and  Now I'm in a middle seat...that is terrible customer experience...,seat,seat,0.20564984720987103,@AmericanAir never been moved out of my exit row to be put in a middle seat for 4 hours before on any other airline. fix it.,"@362564 That's very strange to hear that occurred. In any event, we're sorry for the inconvenience.",0.20691413646226303,seat,True,True,,Explain available seating options and review the reservation when the issue is case-specific.,False,ESCALATE,insufficient_historical_evidence,AUTO,SUFFICIENT,INSUFFICIENT
99,Taking a poll. Can anyone sit comfortably in a normal coach seat anymore???? @AmericanAir,seat,seat,0.14032729098515143,@AmericanAir Well that didn’t help. Thanks for making us pay $160 to sit *slightly* more comfortably in your crappy economy seats with our baby.,@391781 Free seats will always be offered on arrival at the airport. Our airport team will be happy to discuss all options.,0.16153812680629587,seat,False,False,case_specific_seating_issue,Explain available seating options and review the reservation when the issue is case-specific.,False,ESCALATE,insufficient_historical_evidence,ESCALATE,INSUFFICIENT,INSUFFICIENT
